match_id,date,team1,team2,venue,toss_winner,toss_decision,innings,batting_team,bowling_team,over,ball,batsman,bowler,runs,extras,total_runs,wicket,player_out,dismissal_type,striker_strike_rate,bowler_economy,match_result,winner
35,2023-04-07,PBKS,DC,Mumbai,DC,bat,2,PBKS,DC,18,4,Player_37,Player_73,6,1,7,0,None,None,127.78,11.29,win,PBKS
56,2023-05-24,SRH,MI,Ahmedabad,MI,bat,2,SRH,MI,15,5,Player_16,Player_46,4,1,5,0,None,None,198.55,8.35,win,SRH
20,2023-05-02,RR,PBKS,Bangalore,RR,bat,1,RR,PBKS,5,2,Player_64,Player_100,6,0,6,0,None,None,188.02,5.31,loss,RR
27,2023-04-27,GT,MI,Mumbai,MI,field,2,GT,MI,4,4,Player_57,Player_47,4,2,6,0,None,None,68.84,7.28,loss,GT
10,2023-04-25,SRH,CSK,Ahmedabad,CSK,field,1,SRH,CSK,4,5,Player_40,Player_23,5,1,6,0,None,None,154.51,7.75,loss,CSK
21,2023-04-12,RR,GT,Delhi,RR,field,2,RR,GT,20,2,Player_35,Player_6,1,0,1,0,None,None,53.9,10.86,loss,RR
30,2023-05-23,CSK,DC,Delhi,DC,field,1,CSK,DC,5,4,Player_8,Player_68,6,2,8,0,None,None,83.37,9.05,loss,CSK
9,2023-04-06,KKR,RCB,Delhi,RCB,field,2,KKR,RCB,6,3,Player_27,Player_54,1,2,3,0,None,None,85.68,8.41,win,KKR
10,2023-05-16,SRH,DC,Mumbai,SRH,bat,1,SRH,DC,15,1,Player_57,Player_88,5,0,5,0,None,None,58.7,8.0,loss,DC
30,2023-05-13,DC,KKR,Delhi,KKR,bat,1,KKR,DC,2,1,Player_53,Player_41,0,0,0,0,None,None,59.62,10.86,win,DC
28,2023-04-23,RCB,GT,Delhi,GT,field,1,RCB,GT,8,2,Player_49,Player_85,5,2,7,0,None,None,93.2,10.95,win,GT
16,2023-05-12,SRH,MI,Mumbai,MI,bat,1,MI,SRH,9,5,Player_18,Player_46,4,2,6,1,Player_43,caught,115.66,5.8,loss,SRH
74,2023-05-27,KKR,DC,Mumbai,DC,field,2,KKR,DC,16,2,Player_22,Player_67,4,1,5,0,None,None,117.63,11.69,loss,KKR
58,2023-05-27,CSK,KKR,Delhi,KKR,field,2,CSK,KKR,5,3,Player_60,Player_53,1,1,2,0,None,None,84.59,7.41,loss,KKR
69,2023-04-26,SRH,MI,Delhi,MI,field,2,SRH,MI,9,4,Player_1,Player_99,5,0,5,0,None,None,109.19,10.08,loss,MI
73,2023-04-02,PBKS,DC,Ahmedabad,PBKS,bat,2,DC,PBKS,8,4,Player_49,Player_16,5,2,7,0,None,None,153.38,5.33,win,PBKS
39,2023-04-22,LSG,PBKS,Chennai,PBKS,field,1,LSG,PBKS,8,1,Player_90,Player_11,1,0,1,0,None,None,62.23,7.35,win,LSG
67,2023-05-27,MI,RR,Ahmedabad,RR,field,1,RR,MI,16,2,Player_12,Player_15,4,0,4,0,None,None,190.0,8.19,loss,MI
67,2023-03-31,KKR,GT,Bangalore,GT,field,2,GT,KKR,1,3,Player_1,Player_48,0,2,2,0,None,None,169.51,10.45,loss,KKR
44,2023-05-14,RR,LSG,Mumbai,LSG,field,1,RR,LSG,5,4,Player_73,Player_8,5,1,6,0,None,None,193.67,8.41,win,RR
2,2023-05-02,GT,PBKS,Delhi,PBKS,bat,2,PBKS,GT,20,1,Player_86,Player_67,5,1,6,0,None,None,190.07,10.0,win,GT
21,2023-04-17,GT,RR,Bangalore,RR,bat,1,RR,GT,16,1,Player_85,Player_62,3,0,3,0,None,None,66.12,7.62,loss,RR
69,2023-04-17,MI,LSG,Chennai,LSG,field,1,MI,LSG,3,1,Player_9,Player_15,1,0,1,0,None,None,54.19,6.3,win,LSG
56,2023-04-20,LSG,CSK,Delhi,LSG,field,2,CSK,LSG,4,5,Player_87,Player_29,0,2,2,0,None,None,99.71,5.82,loss,LSG
73,2023-05-25,RR,PBKS,Chennai,RR,bat,2,RR,PBKS,17,5,Player_33,Player_64,2,0,2,0,None,None,167.86,5.05,win,RR
70,2023-04-09,KKR,SRH,Chennai,SRH,field,2,KKR,SRH,20,2,Player_4,Player_66,1,2,3,1,Player_69,run out,93.8,10.01,win,KKR
8,2023-03-31,RR,RCB,Delhi,RR,bat,1,RR,RCB,19,2,Player_19,Player_26,3,2,5,0,None,None,120.35,8.41,loss,RCB
55,2023-05-16,MI,DC,Bangalore,MI,field,1,DC,MI,14,4,Player_36,Player_35,2,2,4,0,None,None,132.66,5.74,loss,MI
62,2023-04-05,PBKS,DC,Chennai,DC,bat,2,DC,PBKS,9,2,Player_11,Player_80,3,2,5,1,Player_24,bowled,54.8,7.86,loss,PBKS
30,2023-05-23,RR,LSG,Delhi,RR,field,2,LSG,RR,8,1,Player_7,Player_100,3,2,5,0,None,None,193.43,6.79,win,LSG
40,2023-04-24,LSG,RCB,Mumbai,LSG,field,1,LSG,RCB,7,3,Player_72,Player_91,6,1,7,0,None,None,170.99,8.08,win,RCB
28,2023-05-30,GT,PBKS,Ahmedabad,GT,field,1,GT,PBKS,13,6,Player_66,Player_27,4,2,6,0,None,None,83.22,9.48,loss,PBKS
14,2023-05-02,SRH,KKR,Ahmedabad,KKR,bat,2,KKR,SRH,9,5,Player_31,Player_10,3,0,3,0,None,None,185.25,11.71,win,SRH
14,2023-04-13,PBKS,GT,Chennai,GT,bat,1,PBKS,GT,10,5,Player_22,Player_97,1,1,2,0,None,None,119.27,9.16,loss,PBKS
1,2023-04-22,CSK,DC,Mumbai,DC,bat,1,DC,CSK,10,1,Player_62,Player_39,2,0,2,0,None,None,178.55,9.79,win,CSK
69,2023-04-21,SRH,RCB,Mumbai,SRH,field,1,RCB,SRH,7,1,Player_52,Player_85,1,0,1,0,None,None,96.91,10.87,win,RCB
60,2023-05-10,DC,RR,Delhi,RR,field,1,RR,DC,1,3,Player_97,Player_41,1,0,1,1,Player_6,run out,84.06,7.26,loss,RR
19,2023-05-20,KKR,RCB,Chennai,KKR,bat,1,KKR,RCB,18,3,Player_73,Player_88,1,1,2,0,None,None,168.78,8.44,win,KKR
13,2023-04-01,CSK,RR,Ahmedabad,RR,bat,1,RR,CSK,18,3,Player_51,Player_68,0,0,0,0,None,None,180.93,7.04,win,CSK
17,2023-04-24,LSG,GT,Mumbai,LSG,bat,1,LSG,GT,13,4,Player_100,Player_35,6,1,7,1,Player_55,bowled,52.06,6.49,win,GT
1,2023-05-21,SRH,PBKS,Mumbai,PBKS,field,2,SRH,PBKS,8,3,Player_74,Player_50,4,2,6,0,None,None,151.58,10.38,win,PBKS
32,2023-05-02,DC,CSK,Bangalore,CSK,bat,1,DC,CSK,10,3,Player_76,Player_14,2,0,2,0,None,None,101.69,8.05,win,CSK
50,2023-04-19,LSG,DC,Mumbai,LSG,field,1,DC,LSG,4,1,Player_37,Player_78,1,0,1,0,None,None,72.46,7.07,loss,LSG
38,2023-04-13,MI,DC,Chennai,DC,field,1,MI,DC,1,6,Player_1,Player_55,6,1,7,0,None,None,61.36,9.98,win,DC
63,2023-04-01,PBKS,GT,Delhi,GT,field,2,PBKS,GT,9,5,Player_63,Player_59,2,1,3,1,Player_1,run out,114.61,7.14,win,GT
34,2023-04-28,RCB,GT,Chennai,GT,bat,2,GT,RCB,1,5,Player_96,Player_84,1,1,2,0,None,None,60.74,9.73,win,RCB
31,2023-04-21,MI,LSG,Bangalore,MI,bat,2,LSG,MI,13,3,Player_32,Player_32,5,2,7,0,None,None,113.75,8.84,loss,LSG
50,2023-05-26,MI,RCB,Delhi,RCB,field,2,RCB,MI,20,4,Player_92,Player_69,4,2,6,1,Player_100,bowled,191.08,10.97,loss,RCB
34,2023-04-16,DC,GT,Chennai,GT,bat,1,GT,DC,19,4,Player_16,Player_40,1,1,2,0,None,None,186.4,10.72,loss,DC
23,2023-05-11,DC,RR,Delhi,DC,field,1,DC,RR,15,5,Player_10,Player_15,2,2,4,0,None,None,104.97,6.93,win,RR
11,2023-04-02,DC,PBKS,Mumbai,DC,field,2,DC,PBKS,10,3,Player_79,Player_87,5,2,7,0,None,None,140.37,11.04,win,DC
52,2023-04-26,DC,LSG,Ahmedabad,DC,bat,2,LSG,DC,1,3,Player_99,Player_55,3,1,4,0,None,None,131.9,10.02,win,LSG
57,2023-04-13,RR,RCB,Chennai,RCB,bat,2,RCB,RR,17,3,Player_10,Player_34,0,2,2,0,None,None,96.3,5.58,win,RR
20,2023-05-21,RR,PBKS,Delhi,RR,bat,1,PBKS,RR,15,5,Player_89,Player_14,0,2,2,0,None,None,75.51,10.14,loss,PBKS
26,2023-04-12,MI,PBKS,Delhi,MI,bat,1,MI,PBKS,10,2,Player_3,Player_33,2,0,2,0,None,None,51.58,8.81,win,MI
31,2023-04-03,LSG,MI,Delhi,MI,field,2,MI,LSG,5,2,Player_69,Player_34,6,1,7,0,None,None,119.91,7.32,loss,MI
14,2023-04-09,GT,RCB,Delhi,RCB,field,1,RCB,GT,16,4,Player_10,Player_8,0,1,1,0,None,None,103.59,7.97,win,GT
63,2023-04-03,GT,CSK,Chennai,CSK,field,1,GT,CSK,2,2,Player_17,Player_96,3,2,5,0,None,None,157.73,6.84,loss,GT
64,2023-04-06,KKR,SRH,Delhi,SRH,field,2,SRH,KKR,4,2,Player_16,Player_54,5,0,5,0,None,None,132.0,7.21,win,SRH
19,2023-05-12,GT,KKR,Bangalore,GT,field,2,GT,KKR,1,3,Player_78,Player_86,2,0,2,0,None,None,153.29,7.89,win,GT
6,2023-04-28,GT,SRH,Delhi,SRH,field,2,SRH,GT,19,5,Player_47,Player_33,0,0,0,0,None,None,112.83,7.45,win,GT
39,2023-05-10,PBKS,GT,Mumbai,GT,bat,2,PBKS,GT,4,6,Player_1,Player_27,5,2,7,0,None,None,167.22,8.2,win,GT
2,2023-04-12,MI,DC,Bangalore,DC,bat,2,DC,MI,11,6,Player_83,Player_68,5,0,5,0,None,None,53.02,11.52,win,DC
22,2023-05-02,DC,CSK,Ahmedabad,DC,bat,2,DC,CSK,4,6,Player_95,Player_78,3,1,4,0,None,None,179.91,6.83,win,DC
67,2023-04-14,PBKS,GT,Delhi,GT,field,1,GT,PBKS,8,1,Player_79,Player_66,0,2,2,1,Player_63,run out,108.01,10.21,loss,GT
53,2023-05-27,PBKS,CSK,Chennai,PBKS,bat,1,CSK,PBKS,8,1,Player_6,Player_4,6,1,7,0,None,None,97.4,6.63,loss,PBKS
24,2023-04-26,PBKS,RCB,Mumbai,RCB,field,1,RCB,PBKS,3,3,Player_42,Player_14,0,0,0,0,None,None,138.78,9.38,loss,RCB
23,2023-04-01,PBKS,RR,Bangalore,PBKS,field,2,RR,PBKS,8,5,Player_17,Player_68,6,0,6,0,None,None,154.46,7.54,loss,PBKS
7,2023-05-11,LSG,GT,Delhi,LSG,field,2,GT,LSG,9,3,Player_86,Player_82,6,2,8,0,None,None,158.92,8.75,loss,LSG
26,2023-05-04,LSG,DC,Mumbai,DC,field,1,DC,LSG,13,6,Player_47,Player_78,0,2,2,0,None,None,84.94,6.47,loss,LSG
72,2023-04-21,SRH,RCB,Chennai,SRH,field,1,RCB,SRH,13,4,Player_35,Player_65,5,1,6,0,None,None,54.8,5.19,win,SRH
25,2023-05-14,PBKS,CSK,Mumbai,CSK,field,1,PBKS,CSK,15,5,Player_68,Player_29,0,2,2,0,None,None,128.66,6.42,win,PBKS
16,2023-05-02,LSG,MI,Delhi,MI,field,1,LSG,MI,9,6,Player_25,Player_32,0,0,0,0,None,None,57.87,9.81,win,MI
62,2023-04-11,MI,PBKS,Delhi,PBKS,bat,2,MI,PBKS,3,3,Player_37,Player_92,3,2,5,0,None,None,65.07,11.91,win,MI
50,2023-05-28,DC,MI,Bangalore,MI,bat,1,MI,DC,17,1,Player_34,Player_60,3,0,3,0,None,None,174.95,7.6,loss,DC
10,2023-04-16,PBKS,DC,Bangalore,PBKS,bat,2,PBKS,DC,6,3,Player_38,Player_24,1,2,3,0,None,None,143.56,6.28,win,PBKS
27,2023-05-16,LSG,KKR,Chennai,KKR,bat,1,KKR,LSG,4,2,Player_87,Player_31,2,1,3,0,None,None,78.75,11.95,loss,KKR
25,2023-04-22,RR,CSK,Delhi,RR,bat,1,RR,CSK,18,3,Player_97,Player_98,3,1,4,0,None,None,172.6,11.64,win,RR
8,2023-05-22,LSG,RCB,Chennai,LSG,field,1,LSG,RCB,17,2,Player_1,Player_12,4,1,5,0,None,None,141.95,11.73,loss,LSG
41,2023-04-07,KKR,GT,Ahmedabad,GT,field,2,KKR,GT,8,6,Player_70,Player_8,1,0,1,0,None,None,116.29,10.65,win,KKR
36,2023-04-24,RR,DC,Mumbai,RR,bat,2,DC,RR,6,2,Player_51,Player_91,4,0,4,0,None,None,143.49,9.25,win,RR
68,2023-05-15,DC,SRH,Ahmedabad,SRH,bat,1,DC,SRH,6,4,Player_6,Player_44,0,2,2,0,None,None,53.91,11.37,win,DC
40,2023-05-27,MI,RCB,Mumbai,MI,field,1,MI,RCB,7,1,Player_44,Player_42,3,2,5,0,None,None,174.4,7.04,win,RCB
25,2023-05-30,RCB,CSK,Ahmedabad,CSK,bat,2,CSK,RCB,6,1,Player_33,Player_39,1,0,1,0,None,None,54.52,5.09,win,CSK
3,2023-04-15,DC,SRH,Ahmedabad,SRH,bat,2,SRH,DC,14,6,Player_63,Player_41,0,2,2,0,None,None,118.99,8.79,loss,DC
72,2023-05-01,DC,KKR,Bangalore,KKR,field,1,DC,KKR,13,6,Player_71,Player_34,0,1,1,0,None,None,112.04,10.78,win,KKR
36,2023-04-28,DC,GT,Ahmedabad,GT,bat,2,GT,DC,17,5,Player_33,Player_57,6,1,7,0,None,None,132.4,6.54,win,GT
64,2023-04-16,PBKS,RCB,Chennai,PBKS,field,2,RCB,PBKS,1,5,Player_99,Player_79,2,2,4,0,None,None,60.38,9.93,win,RCB
41,2023-05-27,CSK,LSG,Bangalore,LSG,field,2,CSK,LSG,20,1,Player_66,Player_45,2,1,3,0,None,None,138.9,11.59,loss,CSK
17,2023-05-02,LSG,CSK,Delhi,LSG,bat,1,CSK,LSG,13,5,Player_65,Player_51,0,2,2,0,None,None,151.01,7.25,win,CSK
8,2023-05-26,RR,PBKS,Mumbai,PBKS,field,2,RR,PBKS,4,2,Player_72,Player_46,2,0,2,0,None,None,85.78,9.7,loss,RR
52,2023-04-27,CSK,KKR,Bangalore,CSK,field,2,CSK,KKR,6,1,Player_61,Player_100,2,1,3,0,None,None,140.63,10.48,loss,CSK
15,2023-04-12,CSK,LSG,Delhi,CSK,field,1,LSG,CSK,4,3,Player_95,Player_10,3,0,3,0,None,None,104.11,5.01,win,CSK
21,2023-04-03,CSK,KKR,Chennai,KKR,bat,1,KKR,CSK,15,1,Player_76,Player_41,5,2,7,0,None,None,100.52,6.18,loss,CSK
29,2023-04-13,SRH,CSK,Mumbai,SRH,bat,1,CSK,SRH,18,4,Player_31,Player_28,6,2,8,0,None,None,177.42,8.51,loss,SRH
17,2023-04-30,SRH,KKR,Mumbai,KKR,field,1,KKR,SRH,19,3,Player_51,Player_6,3,0,3,0,None,None,54.93,6.13,loss,SRH
62,2023-05-05,CSK,RCB,Delhi,CSK,field,2,CSK,RCB,18,1,Player_63,Player_51,4,1,5,1,Player_81,caught,104.12,6.87,loss,RCB
28,2023-04-06,CSK,RR,Bangalore,RR,bat,2,CSK,RR,8,3,Player_24,Player_18,6,0,6,0,None,None,51.45,6.91,loss,CSK
51,2023-04-02,CSK,GT,Delhi,CSK,bat,1,CSK,GT,18,1,Player_90,Player_83,1,2,3,0,None,None,56.21,7.64,loss,CSK
43,2023-05-25,GT,RCB,Chennai,GT,field,1,GT,RCB,20,1,Player_26,Player_99,2,0,2,0,None,None,171.24,10.31,loss,GT
59,2023-03-31,RR,SRH,Mumbai,RR,field,1,SRH,RR,4,2,Player_55,Player_76,4,0,4,0,None,None,110.57,8.15,loss,RR
20,2023-04-09,RCB,GT,Delhi,RCB,field,1,RCB,GT,15,6,Player_80,Player_92,2,2,4,0,None,None,116.86,7.88,loss,RCB
59,2023-05-17,KKR,PBKS,Bangalore,PBKS,bat,1,PBKS,KKR,4,4,Player_88,Player_10,2,2,4,0,None,None,77.77,7.46,loss,PBKS
31,2023-04-03,SRH,PBKS,Chennai,SRH,bat,1,SRH,PBKS,13,5,Player_5,Player_70,2,0,2,0,None,None,95.01,7.88,loss,PBKS
45,2023-05-18,KKR,GT,Mumbai,KKR,bat,1,GT,KKR,5,5,Player_19,Player_97,2,1,3,0,None,None,135.89,6.4,win,GT
49,2023-04-05,SRH,DC,Chennai,DC,field,2,DC,SRH,18,1,Player_58,Player_1,6,0,6,0,None,None,113.33,10.56,win,SRH
22,2023-05-12,CSK,LSG,Delhi,LSG,bat,2,CSK,LSG,19,4,Player_74,Player_84,6,0,6,0,None,None,126.67,6.17,win,CSK
28,2023-04-16,PBKS,KKR,Delhi,PBKS,bat,2,KKR,PBKS,13,4,Player_42,Player_84,6,2,8,1,Player_63,caught,127.0,5.26,win,KKR
71,2023-04-19,GT,SRH,Bangalore,SRH,field,1,SRH,GT,2,3,Player_82,Player_22,3,0,3,0,None,None,187.63,5.24,win,GT
4,2023-04-26,DC,LSG,Bangalore,DC,bat,1,DC,LSG,10,5,Player_62,Player_85,3,1,4,0,None,None,115.35,6.74,win,DC
29,2023-04-15,CSK,PBKS,Chennai,PBKS,field,1,PBKS,CSK,11,6,Player_26,Player_82,4,1,5,0,None,None,172.4,5.42,loss,CSK
64,2023-04-23,DC,SRH,Chennai,SRH,field,2,SRH,DC,16,3,Player_10,Player_20,6,1,7,1,Player_79,caught,163.22,9.89,loss,DC
47,2023-04-26,DC,GT,Mumbai,GT,bat,2,DC,GT,13,3,Player_100,Player_31,5,2,7,0,None,None,105.54,10.49,loss,GT
42,2023-04-22,RR,PBKS,Bangalore,RR,bat,1,PBKS,RR,11,5,Player_41,Player_97,6,1,7,0,None,None,102.21,11.81,win,RR
7,2023-05-10,CSK,RCB,Ahmedabad,RCB,bat,2,RCB,CSK,18,2,Player_42,Player_16,3,1,4,0,None,None,108.38,5.02,win,CSK
52,2023-04-06,KKR,PBKS,Bangalore,KKR,field,2,KKR,PBKS,16,2,Player_52,Player_52,3,0,3,0,None,None,119.99,6.62,win,PBKS
26,2023-05-01,CSK,SRH,Ahmedabad,CSK,field,1,SRH,CSK,1,4,Player_87,Player_8,1,1,2,0,None,None,169.15,8.13,loss,SRH
56,2023-05-12,KKR,GT,Chennai,KKR,field,2,GT,KKR,13,4,Player_11,Player_92,0,1,1,0,None,None,124.66,11.16,loss,KKR
24,2023-04-13,PBKS,RR,Bangalore,RR,bat,1,PBKS,RR,19,1,Player_69,Player_11,6,1,7,0,None,None,157.47,7.92,win,RR
41,2023-05-01,DC,GT,Ahmedabad,GT,field,1,DC,GT,17,6,Player_9,Player_58,4,0,4,1,Player_28,run out,102.37,8.04,win,GT
45,2023-04-13,MI,GT,Ahmedabad,MI,bat,2,MI,GT,16,6,Player_17,Player_34,2,0,2,0,None,None,105.85,11.6,loss,GT
65,2023-04-30,PBKS,SRH,Bangalore,PBKS,field,1,PBKS,SRH,10,2,Player_9,Player_64,5,0,5,0,None,None,101.49,9.16,win,SRH
13,2023-05-10,RCB,CSK,Mumbai,CSK,field,2,RCB,CSK,9,6,Player_93,Player_2,4,2,6,0,None,None,168.28,7.64,loss,RCB
68,2023-05-12,PBKS,GT,Delhi,PBKS,bat,2,PBKS,GT,4,2,Player_54,Player_11,5,2,7,0,None,None,110.29,8.67,loss,PBKS
72,2023-05-24,LSG,RR,Mumbai,LSG,bat,1,LSG,RR,16,5,Player_2,Player_96,1,0,1,0,None,None,68.66,10.24,win,RR
20,2023-04-16,MI,RCB,Ahmedabad,MI,bat,2,RCB,MI,17,5,Player_24,Player_66,0,0,0,0,None,None,63.18,9.03,loss,RCB
40,2023-04-08,KKR,PBKS,Delhi,PBKS,field,1,KKR,PBKS,11,2,Player_11,Player_50,6,0,6,0,None,None,175.25,11.87,win,PBKS
61,2023-04-14,GT,LSG,Bangalore,GT,bat,1,GT,LSG,12,3,Player_90,Player_32,2,0,2,0,None,None,197.25,9.35,win,GT
74,2023-05-13,CSK,RCB,Bangalore,CSK,field,2,RCB,CSK,7,5,Player_21,Player_42,1,2,3,0,None,None,82.55,9.24,win,CSK
74,2023-05-04,CSK,RCB,Bangalore,RCB,bat,2,CSK,RCB,12,1,Player_39,Player_99,5,1,6,0,None,None,164.28,11.26,loss,CSK
67,2023-04-04,CSK,RCB,Mumbai,CSK,bat,1,RCB,CSK,3,6,Player_69,Player_9,1,2,3,0,None,None,104.65,5.42,loss,RCB
17,2023-04-05,PBKS,DC,Delhi,PBKS,field,2,DC,PBKS,17,2,Player_4,Player_13,1,1,2,0,None,None,96.5,10.55,win,DC
53,2023-05-15,RCB,RR,Delhi,RR,bat,2,RCB,RR,2,1,Player_65,Player_35,2,0,2,0,None,None,77.44,8.15,loss,RCB
60,2023-05-25,KKR,RCB,Delhi,KKR,bat,2,KKR,RCB,7,2,Player_51,Player_7,3,0,3,0,None,None,104.05,9.07,win,KKR
53,2023-05-02,RCB,PBKS,Chennai,RCB,bat,1,PBKS,RCB,6,1,Player_39,Player_17,0,2,2,0,None,None,134.55,10.02,win,PBKS
51,2023-03-31,CSK,KKR,Mumbai,CSK,field,1,CSK,KKR,13,6,Player_20,Player_91,1,1,2,0,None,None,171.44,7.06,loss,KKR
71,2023-05-13,DC,RCB,Chennai,RCB,bat,2,DC,RCB,7,5,Player_54,Player_95,3,2,5,0,None,None,109.17,8.21,win,DC
66,2023-03-31,GT,KKR,Mumbai,KKR,field,1,GT,KKR,3,2,Player_64,Player_87,1,1,2,0,None,None,56.27,7.93,loss,KKR
70,2023-05-05,SRH,KKR,Ahmedabad,KKR,bat,1,SRH,KKR,13,1,Player_51,Player_66,6,0,6,0,None,None,157.16,10.42,loss,KKR
39,2023-05-26,RR,LSG,Bangalore,RR,field,2,RR,LSG,17,1,Player_14,Player_52,0,0,0,1,Player_81,run out,164.64,11.94,win,LSG
66,2023-05-25,CSK,MI,Delhi,MI,field,1,CSK,MI,7,6,Player_99,Player_36,3,1,4,0,None,None,195.8,7.03,loss,MI
71,2023-04-03,LSG,DC,Bangalore,LSG,bat,2,LSG,DC,1,5,Player_65,Player_12,5,1,6,0,None,None,93.43,8.37,loss,LSG
46,2023-04-21,SRH,CSK,Ahmedabad,SRH,field,2,SRH,CSK,11,6,Player_69,Player_50,4,1,5,0,None,None,108.44,8.67,win,SRH
70,2023-05-14,CSK,SRH,Delhi,CSK,field,1,SRH,CSK,7,6,Player_87,Player_46,5,0,5,0,None,None,151.08,6.52,win,SRH
13,2023-05-05,MI,GT,Delhi,GT,field,2,MI,GT,4,6,Player_86,Player_86,5,1,6,1,Player_20,run out,168.13,11.94,loss,GT
36,2023-04-26,GT,DC,Bangalore,DC,bat,2,GT,DC,5,1,Player_62,Player_24,6,0,6,0,None,None,187.4,5.2,win,GT
46,2023-04-19,PBKS,SRH,Chennai,SRH,field,2,SRH,PBKS,1,3,Player_68,Player_97,0,1,1,0,None,None,190.53,6.52,loss,SRH
22,2023-04-20,CSK,PBKS,Chennai,PBKS,field,1,PBKS,CSK,19,4,Player_76,Player_63,4,2,6,0,None,None,59.28,9.76,win,CSK
50,2023-04-02,SRH,PBKS,Delhi,PBKS,field,2,SRH,PBKS,9,3,Player_83,Player_60,1,0,1,0,None,None,142.76,6.47,win,PBKS
42,2023-05-17,CSK,RCB,Delhi,CSK,field,1,RCB,CSK,4,2,Player_88,Player_44,3,0,3,0,None,None,179.51,8.56,loss,CSK
12,2023-04-19,GT,CSK,Bangalore,GT,bat,2,CSK,GT,12,5,Player_95,Player_100,1,0,1,0,None,None,128.5,7.43,win,CSK
32,2023-05-12,SRH,DC,Ahmedabad,SRH,field,1,DC,SRH,10,1,Player_45,Player_58,0,0,0,0,None,None,189.07,8.19,win,DC
57,2023-04-08,CSK,MI,Delhi,CSK,field,1,MI,CSK,17,3,Player_5,Player_62,5,0,5,0,None,None,57.91,8.34,loss,CSK
70,2023-05-20,PBKS,MI,Ahmedabad,PBKS,bat,2,MI,PBKS,8,6,Player_61,Player_12,2,1,3,0,None,None,82.38,8.98,win,PBKS
56,2023-05-21,SRH,KKR,Delhi,SRH,bat,1,SRH,KKR,17,3,Player_45,Player_41,5,0,5,0,None,None,51.37,5.71,loss,SRH
11,2023-05-15,LSG,DC,Bangalore,DC,field,1,DC,LSG,2,5,Player_52,Player_56,6,0,6,1,Player_81,bowled,197.38,10.35,loss,LSG
22,2023-05-22,PBKS,CSK,Bangalore,PBKS,field,2,PBKS,CSK,17,4,Player_66,Player_33,3,0,3,0,None,None,88.25,9.78,loss,PBKS
16,2023-04-30,KKR,MI,Delhi,KKR,bat,2,KKR,MI,20,6,Player_89,Player_67,4,0,4,0,None,None,163.85,9.65,win,KKR
65,2023-05-17,CSK,GT,Delhi,GT,field,2,CSK,GT,6,4,Player_39,Player_77,5,0,5,1,Player_71,caught,78.44,7.41,loss,GT
5,2023-05-17,LSG,RCB,Delhi,LSG,field,1,RCB,LSG,1,1,Player_13,Player_91,6,2,8,0,None,None,120.73,10.17,win,LSG
11,2023-05-18,RR,RCB,Mumbai,RCB,field,1,RCB,RR,5,6,Player_69,Player_71,1,2,3,0,None,None,153.4,7.82,loss,RR
44,2023-05-03,GT,CSK,Chennai,GT,bat,1,GT,CSK,17,3,Player_29,Player_29,4,2,6,0,None,None,166.79,6.38,win,GT
47,2023-04-08,SRH,RR,Chennai,RR,field,2,RR,SRH,11,2,Player_11,Player_89,4,1,5,0,None,None,66.37,6.07,win,SRH
13,2023-05-28,SRH,GT,Chennai,GT,bat,2,GT,SRH,9,2,Player_83,Player_58,2,0,2,0,None,None,158.0,8.75,loss,GT
6,2023-05-18,GT,SRH,Mumbai,GT,bat,1,SRH,GT,12,5,Player_50,Player_2,5,1,6,0,None,None,160.19,7.46,loss,GT
50,2023-05-05,PBKS,LSG,Chennai,LSG,bat,1,LSG,PBKS,6,3,Player_23,Player_96,4,1,5,0,None,None,79.11,11.79,win,LSG
29,2023-05-20,DC,SRH,Bangalore,DC,bat,1,DC,SRH,18,6,Player_36,Player_13,6,0,6,0,None,None,84.48,10.54,win,SRH
14,2023-04-22,MI,RCB,Bangalore,MI,field,2,MI,RCB,20,4,Player_95,Player_77,0,1,1,0,None,None,150.9,8.62,win,MI
44,2023-05-23,DC,LSG,Mumbai,LSG,field,2,DC,LSG,20,2,Player_6,Player_86,4,0,4,0,None,None,130.74,10.41,loss,LSG
2,2023-04-07,CSK,MI,Delhi,MI,bat,1,MI,CSK,18,2,Player_93,Player_50,2,2,4,0,None,None,148.04,11.44,win,CSK
39,2023-03-31,GT,RCB,Bangalore,RCB,field,1,GT,RCB,14,6,Player_13,Player_43,3,0,3,0,None,None,57.29,8.24,win,GT
46,2023-04-10,RCB,MI,Ahmedabad,MI,field,2,MI,RCB,2,6,Player_22,Player_93,4,1,5,1,Player_43,bowled,75.43,10.81,win,RCB
54,2023-05-19,DC,RR,Mumbai,DC,field,1,DC,RR,12,6,Player_99,Player_89,6,1,7,0,None,None,81.24,8.59,win,DC
19,2023-04-20,RCB,LSG,Delhi,RCB,field,1,LSG,RCB,7,5,Player_57,Player_43,5,1,6,0,None,None,61.13,9.29,win,RCB
46,2023-05-17,KKR,RR,Delhi,RR,bat,2,KKR,RR,16,2,Player_62,Player_54,1,2,3,0,None,None,61.03,8.36,win,RR
26,2023-05-15,DC,RCB,Chennai,DC,field,1,RCB,DC,14,6,Player_4,Player_42,0,1,1,0,None,None,172.18,10.54,win,DC
70,2023-05-25,PBKS,RCB,Ahmedabad,PBKS,field,1,PBKS,RCB,12,3,Player_16,Player_3,5,1,6,0,None,None,54.48,8.07,win,RCB
